;solver;instance;counter;iteration;local best;current best;time;cum time;opt obj value
0;SA;QPLIB_3650.qs;1;1;906.0;906.0;157.874702;157.874702;920.0
1;SA;QPLIB_3650.qs;1;2;906.0;906.0;36.361416;194.236118;920.0
2;SA;QPLIB_3650.qs;1;3;908.0;908.0;42.42661;236.66272800000002;920.0
3;SA;QPLIB_3650.qs;1;4;908.0;908.0;34.584766;271.247494;920.0
4;SA;QPLIB_3650.qs;1;5;908.0;908.0;35.701114;306.94860800000004;920.0
5;SA;QPLIB_3650.qs;1;6;908.0;908.0;35.70902;342.657628;920.0
6;SA;QPLIB_3650.qs;1;7;908.0;908.0;35.847283;378.504911;920.0
7;SA;QPLIB_3650.qs;1;8;908.0;908.0;36.087121;414.592032;920.0
8;SA;QPLIB_3650.qs;1;9;908.0;908.0;35.256302;449.848334;920.0
9;SA;QPLIB_3650.qs;1;10;908.0;908.0;33.89016;483.738494;920.0
10;SA;QPLIB_3650.qs;1;11;908.0;908.0;34.766219;518.504713;920.0
11;SA;QPLIB_3650.qs;1;12;908.0;908.0;35.449476;553.954189;920.0
12;SA;QPLIB_3650.qs;2;1;910.0;910.0;180.964286;180.964286;920.0
13;SA;QPLIB_3650.qs;2;2;910.0;910.0;30.622973;211.587259;920.0
14;SA;QPLIB_3650.qs;2;3;910.0;910.0;31.994723;243.58198199999998;920.0
15;SA;QPLIB_3650.qs;2;4;910.0;910.0;32.31399;275.895972;920.0
16;SA;QPLIB_3650.qs;2;5;910.0;910.0;31.166715;307.062687;920.0
17;SA;QPLIB_3650.qs;2;6;910.0;910.0;32.050853;339.11354;920.0
18;SA;QPLIB_3650.qs;2;7;910.0;910.0;31.808666;370.92220599999996;920.0
19;SA;QPLIB_3650.qs;2;8;910.0;910.0;32.318391;403.240597;920.0
20;SA;QPLIB_3650.qs;2;9;910.0;910.0;32.077407;435.318004;920.0
21;SA;QPLIB_3650.qs;2;10;910.0;910.0;31.78599;467.103994;920.0
22;SA;QPLIB_3650.qs;2;11;910.0;910.0;31.454487;498.558481;920.0
23;SA;QPLIB_3650.qs;2;12;912.0;912.0;59.08411;557.642591;920.0
24;SA;QPLIB_3650.qs;3;1;904.0;904.0;239.79108;239.79108;920.0
25;SA;QPLIB_3650.qs;3;2;904.0;904.0;32.984078;272.775158;920.0
26;SA;QPLIB_3650.qs;3;3;904.0;904.0;31.067287;303.842445;920.0
27;SA;QPLIB_3650.qs;3;4;904.0;904.0;33.048221;336.890666;920.0
28;SA;QPLIB_3650.qs;3;5;904.0;904.0;32.481931;369.372597;920.0
29;SA;QPLIB_3650.qs;3;6;904.0;904.0;33.321672;402.69426899999996;920.0
30;SA;QPLIB_3650.qs;3;7;904.0;904.0;33.835989;436.530258;920.0
31;SA;QPLIB_3650.qs;3;8;904.0;904.0;33.292968;469.823226;920.0
32;SA;QPLIB_3650.qs;3;9;904.0;904.0;33.302569;503.125795;920.0
33;SA;QPLIB_3650.qs;3;10;904.0;904.0;32.706391;535.832186;920.0
34;SA;QPLIB_3650.qs;3;11;904.0;904.0;32.522598;568.354784;920.0
35;SA;QPLIB_3650.qs;4;1;902.0;902.0;259.511503;259.511503;920.0
36;SA;QPLIB_3650.qs;4;2;902.0;902.0;30.37045;289.881953;920.0
37;SA;QPLIB_3650.qs;4;3;904.0;904.0;55.552383;345.43433600000003;920.0
38;SA;QPLIB_3650.qs;4;4;904.0;904.0;27.745844;373.18018;920.0
39;SA;QPLIB_3650.qs;4;5;904.0;904.0;28.781602;401.961782;920.0
40;SA;QPLIB_3650.qs;4;6;906.0;906.0;55.216909;457.178691;920.0
41;SA;QPLIB_3650.qs;4;7;906.0;906.0;27.484053;484.662744;920.0
42;SA;QPLIB_3650.qs;4;8;906.0;906.0;27.827006;512.48975;920.0
43;SA;QPLIB_3650.qs;4;9;906.0;906.0;28.039382;540.529132;920.0
44;SA;QPLIB_3650.qs;5;1;906.0;906.0;163.397577;163.397577;920.0
45;SA;QPLIB_3650.qs;5;2;908.0;908.0;36.916207;200.313784;920.0
46;SA;QPLIB_3650.qs;5;3;908.0;908.0;26.045695;226.35947900000002;920.0
47;SA;QPLIB_3650.qs;5;4;908.0;908.0;27.092564;253.452043;920.0
48;SA;QPLIB_3650.qs;5;5;908.0;908.0;26.247083;279.69912600000004;920.0
49;SA;QPLIB_3650.qs;5;6;908.0;908.0;26.57224;306.271366;920.0
50;SA;QPLIB_3650.qs;5;7;910.0;910.0;51.473067;357.744433;920.0
51;SA;QPLIB_3650.qs;5;8;910.0;910.0;25.052309;382.796742;920.0
52;SA;QPLIB_3650.qs;5;9;910.0;910.0;26.212342;409.00908400000003;920.0
53;SA;QPLIB_3650.qs;5;10;914.0;914.0;44.527554;453.53663800000004;920.0
54;SA;QPLIB_3650.qs;5;11;914.0;914.0;24.807692;478.34433;920.0
55;SA;QPLIB_3650.qs;5;12;914.0;914.0;26.989806;505.334136;920.0
56;SA;QPLIB_3650.qs;5;13;914.0;914.0;26.351565;531.685701;920.0
57;SA;QPLIB_3650.qs;5;14;914.0;914.0;24.314058;555.999759;920.0
58;SA;QPLIB_3650.qs;5;15;914.0;914.0;26.885807;582.885566;920.0
59;SA;QPLIB_3650.qs;6;1;906.0;906.0;173.201476;173.201476;920.0
60;SA;QPLIB_3650.qs;6;2;906.0;906.0;26.098261;199.29973700000002;920.0
61;SA;QPLIB_3650.qs;6;3;906.0;906.0;25.754331;225.05406800000003;920.0
62;SA;QPLIB_3650.qs;6;4;906.0;906.0;26.807;251.86106800000002;920.0
63;SA;QPLIB_3650.qs;6;5;906.0;906.0;26.490905;278.35197300000004;920.0
64;SA;QPLIB_3650.qs;6;6;910.0;910.0;55.870828;334.222801;920.0
65;SA;QPLIB_3650.qs;6;7;910.0;910.0;22.878718;357.101519;920.0
66;SA;QPLIB_3650.qs;6;8;910.0;910.0;23.076854;380.178373;920.0
67;SA;QPLIB_3650.qs;6;9;910.0;910.0;22.720371;402.898744;920.0
68;SA;QPLIB_3650.qs;6;10;910.0;910.0;24.036381;426.935125;920.0
69;SA;QPLIB_3650.qs;6;11;912.0;912.0;31.758794;458.693919;920.0
70;SA;QPLIB_3650.qs;6;12;912.0;912.0;28.378721;487.07264000000004;920.0
