;instance;size;density;obj value;time;opt obj value;opt obj value from file;gap;gap %;counter;cum time
0;QPLIB_3738.qs;435;0.00588717;420;50.59s;422;422;2;0.47393364928909953;1;
1;QPLIB_3738.qs;435;0.00588717;418;51.27s;422;422;4;0.9478672985781991;2;
2;QPLIB_3738.qs;435;0.00588717;418;62.12s;422;422;4;0.9478672985781991;3;
3;QPLIB_3738.qs;435;0.00588717;422;73.82s;422;422;0;0.0;4;33.290672
4;QPLIB_3738.qs;435;0.00588717;420;90.63s;422;422;2;0.47393364928909953;5;
5;QPLIB_3738.qs;435;0.00588717;416;57.68s;422;422;6;1.4218009478672986;6;
6;QPLIB_3738.qs;435;0.00588717;416;75.30s;422;422;6;1.4218009478672986;7;
7;QPLIB_3738.qs;435;0.00588717;420;68.00s;422;422;2;0.47393364928909953;8;
8;QPLIB_3738.qs;435;0.00588717;418;90.38s;422;422;4;0.9478672985781991;9;
9;QPLIB_3738.qs;435;0.00588717;416;47.72s;422;422;6;1.4218009478672986;10;
10;QPLIB_3738.qs;435;0.00588717;416;54.91s;422;422;6;1.4218009478672986;11;
11;QPLIB_3738.qs;435;0.00588717;416;43.71s;422;422;6;1.4218009478672986;12;
12;QPLIB_3738.qs;435;0.00588717;418;86.71s;422;422;4;0.9478672985781991;13;
13;QPLIB_3738.qs;435;0.00588717;420;86.04s;422;422;2;0.47393364928909953;14;
14;QPLIB_3738.qs;435;0.00588717;420;58.53s;422;422;2;0.47393364928909953;15;
15;QPLIB_3738.qs;435;0.00588717;418;69.21s;422;422;4;0.9478672985781991;16;
16;QPLIB_3738.qs;435;0.00588717;420;42.38s;422;422;2;0.47393364928909953;17;
17;QPLIB_3738.qs;435;0.00588717;420;48.11s;422;422;2;0.47393364928909953;18;
18;QPLIB_3738.qs;435;0.00588717;418;66.33s;422;422;4;0.9478672985781991;19;
19;QPLIB_3738.qs;435;0.00588717;418;49.54s;422;422;4;0.9478672985781991;20;
20;QPLIB_3738.qs;435;0.00588717;420;56.47s;422;422;2;0.47393364928909953;21;
21;QPLIB_3738.qs;435;0.00588717;416;81.00s;422;422;6;1.4218009478672986;22;
22;QPLIB_3738.qs;435;0.00588717;418;77.97s;422;422;4;0.9478672985781991;23;
23;QPLIB_3738.qs;435;0.00588717;418;63.23s;422;422;4;0.9478672985781991;24;
24;QPLIB_3738.qs;435;0.00588717;418;78.38s;422;422;4;0.9478672985781991;25;
25;QPLIB_3738.qs;435;0.00588717;418;45.29s;422;422;4;0.9478672985781991;26;
26;QPLIB_3738.qs;435;0.00588717;418;43.83s;422;422;4;0.9478672985781991;27;
27;QPLIB_3738.qs;435;0.00588717;418;47.58s;422;422;4;0.9478672985781991;28;
28;QPLIB_3738.qs;435;0.00588717;420;68.92s;422;422;2;0.47393364928909953;29;
29;QPLIB_3738.qs;435;0.00588717;418;67.64s;422;422;4;0.9478672985781991;30;
30;QPLIB_3738.qs;435;0.00588717;418;75.15s;422;422;4;0.9478672985781991;31;
31;QPLIB_3738.qs;435;0.00588717;418;62.75s;422;422;4;0.9478672985781991;32;
32;QPLIB_3738.qs;435;0.00588717;418;72.11s;422;422;4;0.9478672985781991;33;
33;QPLIB_3738.qs;435;0.00588717;420;64.77s;422;422;2;0.47393364928909953;34;
34;QPLIB_3738.qs;435;0.00588717;418;86.92s;422;422;4;0.9478672985781991;35;
35;QPLIB_3738.qs;435;0.00588717;420;42.97s;422;422;2;0.47393364928909953;36;
36;QPLIB_3738.qs;435;0.00588717;414;79.94s;422;422;8;1.8957345971563981;37;
37;QPLIB_3738.qs;435;0.00588717;416;50.74s;422;422;6;1.4218009478672986;38;
38;QPLIB_3738.qs;435;0.00588717;420;104.44s;422;422;2;0.47393364928909953;39;
39;QPLIB_3738.qs;435;0.00588717;418;52.26s;422;422;4;0.9478672985781991;40;
40;QPLIB_3738.qs;435;0.00588717;416;55.09s;422;422;6;1.4218009478672986;41;
41;QPLIB_3738.qs;435;0.00588717;416;59.06s;422;422;6;1.4218009478672986;42;
42;QPLIB_3738.qs;435;0.00588717;420;75.71s;422;422;2;0.47393364928909953;43;
43;QPLIB_3738.qs;435;0.00588717;418;63.83s;422;422;4;0.9478672985781991;44;
44;QPLIB_3738.qs;435;0.00588717;418;58.15s;422;422;4;0.9478672985781991;45;
45;QPLIB_3738.qs;435;0.00588717;420;108.36s;422;422;2;0.47393364928909953;46;
46;QPLIB_3738.qs;435;0.00588717;414;70.73s;422;422;8;1.8957345971563981;47;
47;QPLIB_3738.qs;435;0.00588717;420;69.52s;422;422;2;0.47393364928909953;48;
48;QPLIB_3738.qs;435;0.00588717;416;45.13s;422;422;6;1.4218009478672986;49;
49;QPLIB_3738.qs;435;0.00588717;418;53.91s;422;422;4;0.9478672985781991;50;
50;QPLIB_3738.qs;435;0.00588717;416;86.59s;422;422;6;1.4218009478672986;51;
