;instance;size;density;obj value;time;opt obj value;opt obj value from file;gap;gap %;counter;cum time
0;QPLIB_5875.qs;200;0.399225;43757;32.32s;43757;43757;0;0.0;1;0.453931
1;QPLIB_5875.qs;200;0.399225;43757;31.73s;43757;43757;0;0.0;2;0.467301
2;QPLIB_5875.qs;200;0.399225;43757;31.68s;43757;43757;0;0.0;3;0.563182
3;QPLIB_5875.qs;200;0.399225;43757;31.17s;43757;43757;0;0.0;4;0.615704
4;QPLIB_5875.qs;200;0.399225;43757;31.42s;43757;43757;0;0.0;5;0.535931
5;QPLIB_5875.qs;200;0.399225;43757;32.21s;43757;43757;0;0.0;6;0.59603
6;QPLIB_5875.qs;200;0.399225;43757;30.48s;43757;43757;0;0.0;7;0.637773
7;QPLIB_5875.qs;200;0.399225;43757;32.22s;43757;43757;0;0.0;8;0.610962
8;QPLIB_5875.qs;200;0.399225;43757;31.15s;43757;43757;0;0.0;9;0.455983
9;QPLIB_5875.qs;200;0.399225;43757;30.86s;43757;43757;0;0.0;10;0.588537
10;QPLIB_5875.qs;200;0.399225;43757;32.20s;43757;43757;0;0.0;11;0.593761
11;QPLIB_5875.qs;200;0.399225;43757;31.46s;43757;43757;0;0.0;12;0.443739
12;QPLIB_5875.qs;200;0.399225;43757;31.36s;43757;43757;0;0.0;13;0.550194
13;QPLIB_5875.qs;200;0.399225;43757;31.65s;43757;43757;0;0.0;14;0.44574
14;QPLIB_5875.qs;200;0.399225;43757;31.18s;43757;43757;0;0.0;15;0.495062
15;QPLIB_5875.qs;200;0.399225;43757;31.09s;43757;43757;0;0.0;16;0.480577
16;QPLIB_5875.qs;200;0.399225;43757;31.18s;43757;43757;0;0.0;17;0.514988
17;QPLIB_5875.qs;200;0.399225;43757;30.49s;43757;43757;0;0.0;18;0.507827
18;QPLIB_5875.qs;200;0.399225;43757;30.22s;43757;43757;0;0.0;19;0.581402
19;QPLIB_5875.qs;200;0.399225;43757;31.14s;43757;43757;0;0.0;20;0.436941
20;QPLIB_5875.qs;200;0.399225;43757;30.92s;43757;43757;0;0.0;21;0.608511
21;QPLIB_5875.qs;200;0.399225;43757;32.61s;43757;43757;0;0.0;22;0.7833570000000001
22;QPLIB_5875.qs;200;0.399225;43757;32.04s;43757;43757;0;0.0;23;0.553385
23;QPLIB_5875.qs;200;0.399225;43757;32.04s;43757;43757;0;0.0;24;0.639551
