;solver;instance;counter;iteration;local best;current best;time;cum time;opt obj value
0;MSTS;QPLIB_5922.qs;1;1;128249.0;128339.0;2.407516;2.407516;128339.0
1;MSTS;QPLIB_5922.qs;1;2;128339.0;128339.0;1.82386;4.231376;128339.0
2;MSTS;QPLIB_5922.qs;1;3;128313.0;128339.0;1.804652;6.036028;128339.0
3;MSTS;QPLIB_5922.qs;1;4;128255.0;128339.0;1.805495;7.8415230000000005;128339.0
4;MSTS;QPLIB_5922.qs;1;5;128339.0;128339.0;1.72891;9.570433;128339.0
5;MSTS;QPLIB_5922.qs;1;6;128255.0;128339.0;1.741645;11.312078;128339.0
6;MSTS;QPLIB_5922.qs;1;7;128255.0;128339.0;1.805738;13.117816000000001;128339.0
7;MSTS;QPLIB_5922.qs;1;8;128339.0;128339.0;2.114221;15.232037;128339.0
8;MSTS;QPLIB_5922.qs;1;9;128339.0;128339.0;1.741488;16.973525000000002;128339.0
9;MSTS;QPLIB_5922.qs;1;10;128339.0;128339.0;1.873952;18.847477;128339.0
10;MSTS;QPLIB_5922.qs;1;11;128251.0;128339.0;1.909989;20.757466;128339.0
11;MSTS;QPLIB_5922.qs;1;12;128251.0;128339.0;1.686134;22.4436;128339.0
12;MSTS;QPLIB_5922.qs;1;13;128339.0;128339.0;1.78827;24.23187;128339.0
13;MSTS;QPLIB_5922.qs;1;14;128339.0;128339.0;2.254491;26.486361000000002;128339.0
14;MSTS;QPLIB_5922.qs;1;15;128321.0;128339.0;1.727803;28.214164;128339.0
15;MSTS;QPLIB_5922.qs;1;16;128221.0;128339.0;1.853281;30.067445;128339.0
16;MSTS;QPLIB_5922.qs;1;17;128313.0;128339.0;2.058756;32.126201;128339.0
17;MSTS;QPLIB_5922.qs;1;18;128321.0;128339.0;1.836316;33.962517;128339.0
18;MSTS;QPLIB_5922.qs;1;19;128223.0;128339.0;2.010163;35.97268;128339.0
19;MSTS;QPLIB_5922.qs;1;20;128211.0;128339.0;1.711297;37.683977;128339.0
20;MSTS;QPLIB_5922.qs;1;21;128255.0;128339.0;2.001515;39.685491999999996;128339.0
21;MSTS;QPLIB_5922.qs;1;22;128339.0;128339.0;1.724145;41.409637000000004;128339.0
22;MSTS;QPLIB_5922.qs;1;23;128282.0;128339.0;1.839907;43.249544;128339.0
23;MSTS;QPLIB_5922.qs;1;24;128282.0;128339.0;1.716182;44.965726000000004;128339.0
24;MSTS;QPLIB_5922.qs;1;25;128339.0;128339.0;1.843178;46.808904;128339.0
25;MSTS;QPLIB_5922.qs;1;26;128339.0;128339.0;1.953564;48.762468;128339.0
26;MSTS;QPLIB_5922.qs;1;27;128223.0;128339.0;1.82383;50.586298;128339.0
27;MSTS;QPLIB_5922.qs;1;28;128339.0;128339.0;2.533026;53.119324;128339.0
28;MSTS;QPLIB_5922.qs;1;29;128282.0;128339.0;2.052812;55.172136;128339.0
29;MSTS;QPLIB_5922.qs;1;30;128321.0;128339.0;2.143391;57.315527;128339.0
30;MSTS;QPLIB_5922.qs;1;31;128321.0;128339.0;2.134611;59.450138;128339.0
31;MSTS;QPLIB_5922.qs;1;32;128313.0;128339.0;1.910072;61.36021;128339.0
32;MSTS;QPLIB_5922.qs;1;33;128339.0;128339.0;2.362691;63.722901;128339.0
33;MSTS;QPLIB_5922.qs;1;34;128339.0;128339.0;2.368068;66.090969;128339.0
34;MSTS;QPLIB_5922.qs;1;35;128255.0;128339.0;1.71714;67.808109;128339.0
35;MSTS;QPLIB_5922.qs;1;36;128282.0;128339.0;1.764069;69.572178;128339.0
36;MSTS;QPLIB_5922.qs;1;37;128282.0;128339.0;1.715324;71.287502;128339.0
37;MSTS;QPLIB_5922.qs;1;38;128313.0;128339.0;2.066702;73.354204;128339.0
38;MSTS;QPLIB_5922.qs;1;39;128321.0;128339.0;1.746276;75.10048;128339.0
39;MSTS;QPLIB_5922.qs;1;40;128251.0;128339.0;1.918478;77.018958;128339.0
40;MSTS;QPLIB_5922.qs;1;41;128339.0;128339.0;1.742698;78.761656;128339.0
41;MSTS;QPLIB_5922.qs;1;42;128255.0;128339.0;2.185352;80.947008;128339.0
42;MSTS;QPLIB_5922.qs;1;43;128321.0;128339.0;1.726761;82.67376900000001;128339.0
43;MSTS;QPLIB_5922.qs;1;44;128339.0;128339.0;1.973399;84.647168;128339.0
44;MSTS;QPLIB_5922.qs;1;45;128251.0;128339.0;1.716498;86.363666;128339.0
45;MSTS;QPLIB_5922.qs;1;46;128282.0;128339.0;1.940103;88.303769;128339.0
46;MSTS;QPLIB_5922.qs;1;47;128282.0;128339.0;1.713676;90.017445;128339.0
47;MSTS;QPLIB_5922.qs;1;48;128282.0;128339.0;1.683597;91.701042;128339.0
48;MSTS;QPLIB_5922.qs;1;49;128339.0;128339.0;1.68763;93.388672;128339.0
49;MSTS;QPLIB_5922.qs;1;50;128321.0;128339.0;2.08798;95.476652;128339.0
