;instance;size;density;obj value;time;opt obj value;opt obj value from file;gap;gap %;counter;cum time
0;QPLIB_3877.qs;630;0.0040514;598;594.70s;602;602;4;0.6644518272425249;1;
1;QPLIB_3877.qs;630;0.0040514;592;598.17s;602;602;10;1.6611295681063125;2;
2;QPLIB_3877.qs;630;0.0040514;598;594.11s;602;602;4;0.6644518272425249;3;
3;QPLIB_3877.qs;630;0.0040514;596;599.47s;602;602;6;0.9966777408637874;4;
4;QPLIB_3877.qs;630;0.0040514;596;594.64s;602;602;6;0.9966777408637874;5;
5;QPLIB_3877.qs;630;0.0040514;598;594.20s;602;602;4;0.6644518272425249;6;
6;QPLIB_3877.qs;630;0.0040514;600;596.18s;602;602;2;0.33222591362126247;7;
7;QPLIB_3877.qs;630;0.0040514;596;597.50s;602;602;6;0.9966777408637874;8;
8;QPLIB_3877.qs;630;0.0040514;598;594.61s;602;602;4;0.6644518272425249;9;
9;QPLIB_3877.qs;630;0.0040514;598;598.21s;602;602;4;0.6644518272425249;10;
10;QPLIB_3877.qs;630;0.0040514;598;598.78s;602;602;4;0.6644518272425249;11;
11;QPLIB_3877.qs;630;0.0040514;600;595.44s;602;602;2;0.33222591362126247;12;
12;QPLIB_3877.qs;630;0.0040514;598;595.75s;602;602;4;0.6644518272425249;13;
13;QPLIB_3877.qs;630;0.0040514;598;594.71s;602;602;4;0.6644518272425249;14;
14;QPLIB_3877.qs;630;0.0040514;596;596.11s;602;602;6;0.9966777408637874;15;
15;QPLIB_3877.qs;630;0.0040514;596;597.24s;602;602;6;0.9966777408637874;16;
16;QPLIB_3877.qs;630;0.0040514;598;592.42s;602;602;4;0.6644518272425249;17;
17;QPLIB_3877.qs;630;0.0040514;598;598.46s;602;602;4;0.6644518272425249;18;
18;QPLIB_3877.qs;630;0.0040514;600;597.43s;602;602;2;0.33222591362126247;19;
19;QPLIB_3877.qs;630;0.0040514;596;597.32s;602;602;6;0.9966777408637874;20;
20;QPLIB_3877.qs;630;0.0040514;600;595.55s;602;602;2;0.33222591362126247;21;
21;QPLIB_3877.qs;630;0.0040514;596;594.81s;602;602;6;0.9966777408637874;22;
22;QPLIB_3877.qs;630;0.0040514;596;599.24s;602;602;6;0.9966777408637874;23;
23;QPLIB_3877.qs;630;0.0040514;594;593.56s;602;602;8;1.3289036544850499;24;
24;QPLIB_3877.qs;630;0.0040514;600;594.02s;602;602;2;0.33222591362126247;25;
25;QPLIB_3877.qs;630;0.0040514;598;595.91s;602;602;4;0.6644518272425249;26;
26;QPLIB_3877.qs;630;0.0040514;596;594.09s;602;602;6;0.9966777408637874;27;
27;QPLIB_3877.qs;630;0.0040514;596;599.44s;602;602;6;0.9966777408637874;28;
28;QPLIB_3877.qs;630;0.0040514;600;593.33s;602;602;2;0.33222591362126247;29;
29;QPLIB_3877.qs;630;0.0040514;600;598.08s;602;602;2;0.33222591362126247;30;
30;QPLIB_3877.qs;630;0.0040514;600;593.26s;602;602;2;0.33222591362126247;31;
31;QPLIB_3877.qs;630;0.0040514;598;598.19s;602;602;4;0.6644518272425249;32;
32;QPLIB_3877.qs;630;0.0040514;598;596.71s;602;602;4;0.6644518272425249;33;
33;QPLIB_3877.qs;630;0.0040514;596;594.77s;602;602;6;0.9966777408637874;34;
34;QPLIB_3877.qs;630;0.0040514;598;598.17s;602;602;4;0.6644518272425249;35;
35;QPLIB_3877.qs;630;0.0040514;602;596.55s;602;602;0;0.0;36;50.170452000000004
36;QPLIB_3877.qs;630;0.0040514;600;594.37s;602;602;2;0.33222591362126247;37;
37;QPLIB_3877.qs;630;0.0040514;596;594.99s;602;602;6;0.9966777408637874;38;
38;QPLIB_3877.qs;630;0.0040514;598;595.00s;602;602;4;0.6644518272425249;39;
39;QPLIB_3877.qs;630;0.0040514;598;596.51s;602;602;4;0.6644518272425249;40;
40;QPLIB_3877.qs;630;0.0040514;594;597.28s;602;602;8;1.3289036544850499;41;
41;QPLIB_3877.qs;630;0.0040514;600;598.81s;602;602;2;0.33222591362126247;42;
42;QPLIB_3877.qs;630;0.0040514;596;597.25s;602;602;6;0.9966777408637874;43;
43;QPLIB_3877.qs;630;0.0040514;596;595.23s;602;602;6;0.9966777408637874;44;
44;QPLIB_3877.qs;630;0.0040514;598;597.36s;602;602;4;0.6644518272425249;45;
45;QPLIB_3877.qs;630;0.0040514;598;596.69s;602;602;4;0.6644518272425249;46;
46;QPLIB_3877.qs;630;0.0040514;600;598.09s;602;602;2;0.33222591362126247;47;
47;QPLIB_3877.qs;630;0.0040514;600;596.88s;602;602;2;0.33222591362126247;48;
48;QPLIB_3877.qs;630;0.0040514;596;595.35s;602;602;6;0.9966777408637874;49;
49;QPLIB_3877.qs;630;0.0040514;596;594.40s;602;602;6;0.9966777408637874;50;
50;QPLIB_3877.qs;630;0.0040514;598;595.13s;602;602;4;0.6644518272425249;51;
51;QPLIB_3877.qs;630;0.0040514;598;597.44s;602;602;4;0.6644518272425249;52;
52;QPLIB_3877.qs;630;0.0040514;598;596.78s;602;602;4;0.6644518272425249;53;
53;QPLIB_3877.qs;630;0.0040514;598;596.69s;602;602;4;0.6644518272425249;54;
54;QPLIB_3877.qs;630;0.0040514;598;596.61s;602;602;4;0.6644518272425249;55;
55;QPLIB_3877.qs;630;0.0040514;598;596.62s;602;602;4;0.6644518272425249;56;
56;QPLIB_3877.qs;630;0.0040514;594;594.50s;602;602;8;1.3289036544850499;57;
57;QPLIB_3877.qs;630;0.0040514;600;596.86s;602;602;2;0.33222591362126247;58;
58;QPLIB_3877.qs;630;0.0040514;598;594.06s;602;602;4;0.6644518272425249;59;
59;QPLIB_3877.qs;630;0.0040514;598;596.36s;602;602;4;0.6644518272425249;60;
60;QPLIB_3877.qs;630;0.0040514;598;593.64s;602;602;4;0.6644518272425249;61;
61;QPLIB_3877.qs;630;0.0040514;602;595.28s;602;602;0;0.0;62;249.052669
62;QPLIB_3877.qs;630;0.0040514;598;593.70s;602;602;4;0.6644518272425249;63;
63;QPLIB_3877.qs;630;0.0040514;596;595.43s;602;602;6;0.9966777408637874;64;
64;QPLIB_3877.qs;630;0.0040514;594;598.82s;602;602;8;1.3289036544850499;65;
65;QPLIB_3877.qs;630;0.0040514;600;594.87s;602;602;2;0.33222591362126247;66;
66;QPLIB_3877.qs;630;0.0040514;598;598.87s;602;602;4;0.6644518272425249;67;
67;QPLIB_3877.qs;630;0.0040514;598;597.02s;602;602;4;0.6644518272425249;68;
68;QPLIB_3877.qs;630;0.0040514;594;594.69s;602;602;8;1.3289036544850499;69;
69;QPLIB_3877.qs;630;0.0040514;598;596.48s;602;602;4;0.6644518272425249;70;
70;QPLIB_3877.qs;630;0.0040514;598;596.60s;602;602;4;0.6644518272425249;71;
71;QPLIB_3877.qs;630;0.0040514;600;595.62s;602;602;2;0.33222591362126247;72;
72;QPLIB_3877.qs;630;0.0040514;594;596.53s;602;602;8;1.3289036544850499;73;
73;QPLIB_3877.qs;630;0.0040514;596;596.27s;602;602;6;0.9966777408637874;74;
74;QPLIB_3877.qs;630;0.0040514;598;596.86s;602;602;4;0.6644518272425249;75;
75;QPLIB_3877.qs;630;0.0040514;598;599.29s;602;602;4;0.6644518272425249;76;
76;QPLIB_3877.qs;630;0.0040514;600;597.95s;602;602;2;0.33222591362126247;77;
77;QPLIB_3877.qs;630;0.0040514;600;597.55s;602;602;2;0.33222591362126247;78;
78;QPLIB_3877.qs;630;0.0040514;596;597.77s;602;602;6;0.9966777408637874;79;
79;QPLIB_3877.qs;630;0.0040514;598;593.94s;602;602;4;0.6644518272425249;80;
80;QPLIB_3877.qs;630;0.0040514;598;599.70s;602;602;4;0.6644518272425249;81;
81;QPLIB_3877.qs;630;0.0040514;600;597.79s;602;602;2;0.33222591362126247;82;
82;QPLIB_3877.qs;630;0.0040514;600;599.30s;602;602;2;0.33222591362126247;83;
83;QPLIB_3877.qs;630;0.0040514;596;598.96s;602;602;6;0.9966777408637874;84;
84;QPLIB_3877.qs;630;0.0040514;598;599.23s;602;602;4;0.6644518272425249;85;
85;QPLIB_3877.qs;630;0.0040514;598;594.21s;602;602;4;0.6644518272425249;86;
86;QPLIB_3877.qs;630;0.0040514;598;595.72s;602;602;4;0.6644518272425249;87;
87;QPLIB_3877.qs;630;0.0040514;598;596.00s;602;602;4;0.6644518272425249;88;
88;QPLIB_3877.qs;630;0.0040514;594;597.09s;602;602;8;1.3289036544850499;89;
89;QPLIB_3877.qs;630;0.0040514;596;597.37s;602;602;6;0.9966777408637874;90;
90;QPLIB_3877.qs;630;0.0040514;594;597.74s;602;602;8;1.3289036544850499;91;
91;QPLIB_3877.qs;630;0.0040514;598;597.70s;602;602;4;0.6644518272425249;92;
92;QPLIB_3877.qs;630;0.0040514;596;594.64s;602;602;6;0.9966777408637874;93;
