;instance;size;density;obj value;time;opt obj value;opt obj value from file;gap;gap %;counter;cum time
0;QPLIB_3642.qs;1035;0.00248687;1022;553.33s;1034;1034;12;1.160541586073501;1;
1;QPLIB_3642.qs;1035;0.00248687;1024;566.36s;1034;1034;10;0.9671179883945842;2;
2;QPLIB_3642.qs;1035;0.00248687;1016;559.35s;1034;1034;18;1.7408123791102514;3;
3;QPLIB_3642.qs;1035;0.00248687;1022;553.55s;1034;1034;12;1.160541586073501;4;
4;QPLIB_3642.qs;1035;0.00248687;1024;570.79s;1034;1034;10;0.9671179883945842;5;
5;QPLIB_3642.qs;1035;0.00248687;1022;555.72s;1034;1034;12;1.160541586073501;6;
6;QPLIB_3642.qs;1035;0.00248687;1030;569.84s;1034;1034;4;0.3868471953578337;7;
7;QPLIB_3642.qs;1035;0.00248687;1024;550.69s;1034;1034;10;0.9671179883945842;8;
8;QPLIB_3642.qs;1035;0.00248687;1024;566.86s;1034;1034;10;0.9671179883945842;9;
9;QPLIB_3642.qs;1035;0.00248687;1020;573.55s;1034;1034;14;1.3539651837524178;10;
10;QPLIB_3642.qs;1035;0.00248687;1018;561.27s;1034;1034;16;1.5473887814313347;11;
11;QPLIB_3642.qs;1035;0.00248687;1022;573.70s;1034;1034;12;1.160541586073501;12;
12;QPLIB_3642.qs;1035;0.00248687;1022;568.72s;1034;1034;12;1.160541586073501;13;
13;QPLIB_3642.qs;1035;0.00248687;1022;564.14s;1034;1034;12;1.160541586073501;14;
14;QPLIB_3642.qs;1035;0.00248687;1014;567.35s;1034;1034;20;1.9342359767891684;15;
15;QPLIB_3642.qs;1035;0.00248687;1028;552.73s;1034;1034;6;0.5802707930367506;16;
16;QPLIB_3642.qs;1035;0.00248687;1022;583.63s;1034;1034;12;1.160541586073501;17;
17;QPLIB_3642.qs;1035;0.00248687;1028;561.47s;1034;1034;6;0.5802707930367506;18;
18;QPLIB_3642.qs;1035;0.00248687;1028;566.09s;1034;1034;6;0.5802707930367506;19;
19;QPLIB_3642.qs;1035;0.00248687;1028;575.94s;1034;1034;6;0.5802707930367506;20;
20;QPLIB_3642.qs;1035;0.00248687;1018;315.56s;1034;1034;16;1.5473887814313347;21;
21;QPLIB_3642.qs;1035;0.00248687;1024;551.68s;1034;1034;10;0.9671179883945842;22;
22;QPLIB_3642.qs;1035;0.00248687;1020;604.82s;1034;1034;14;1.3539651837524178;23;
23;QPLIB_3642.qs;1035;0.00248687;1028;584.20s;1034;1034;6;0.5802707930367506;24;
24;QPLIB_3642.qs;1035;0.00248687;1030;579.84s;1034;1034;4;0.3868471953578337;25;
25;QPLIB_3642.qs;1035;0.00248687;1018;560.46s;1034;1034;16;1.5473887814313347;26;
26;QPLIB_3642.qs;1035;0.00248687;1030;553.80s;1034;1034;4;0.3868471953578337;27;
27;QPLIB_3642.qs;1035;0.00248687;1020;574.69s;1034;1034;14;1.3539651837524178;28;
28;QPLIB_3642.qs;1035;0.00248687;1016;582.10s;1034;1034;18;1.7408123791102514;29;
29;QPLIB_3642.qs;1035;0.00248687;1026;569.77s;1034;1034;8;0.7736943907156674;30;
30;QPLIB_3642.qs;1035;0.00248687;1018;577.38s;1034;1034;16;1.5473887814313347;31;
31;QPLIB_3642.qs;1035;0.00248687;1018;562.18s;1034;1034;16;1.5473887814313347;32;
32;QPLIB_3642.qs;1035;0.00248687;1022;593.91s;1034;1034;12;1.160541586073501;33;
33;QPLIB_3642.qs;1035;0.00248687;1012;564.57s;1034;1034;22;2.127659574468085;34;
34;QPLIB_3642.qs;1035;0.00248687;1024;563.18s;1034;1034;10;0.9671179883945842;35;
35;QPLIB_3642.qs;1035;0.00248687;1020;576.83s;1034;1034;14;1.3539651837524178;36;
36;QPLIB_3642.qs;1035;0.00248687;1024;565.61s;1034;1034;10;0.9671179883945842;37;
37;QPLIB_3642.qs;1035;0.00248687;1022;569.17s;1034;1034;12;1.160541586073501;38;
38;QPLIB_3642.qs;1035;0.00248687;1030;579.68s;1034;1034;4;0.3868471953578337;39;
39;QPLIB_3642.qs;1035;0.00248687;1024;568.57s;1034;1034;10;0.9671179883945842;40;
40;QPLIB_3642.qs;1035;0.00248687;1022;583.74s;1034;1034;12;1.160541586073501;41;
41;QPLIB_3642.qs;1035;0.00248687;1030;565.87s;1034;1034;4;0.3868471953578337;42;
42;QPLIB_3642.qs;1035;0.00248687;1026;583.57s;1034;1034;8;0.7736943907156674;43;
43;QPLIB_3642.qs;1035;0.00248687;1018;561.16s;1034;1034;16;1.5473887814313347;44;
44;QPLIB_3642.qs;1035;0.00248687;1032;579.38s;1034;1034;2;0.19342359767891684;45;
45;QPLIB_3642.qs;1035;0.00248687;1026;580.84s;1034;1034;8;0.7736943907156674;46;
46;QPLIB_3642.qs;1035;0.00248687;1018;562.83s;1034;1034;16;1.5473887814313347;47;
47;QPLIB_3642.qs;1035;0.00248687;1018;582.27s;1034;1034;16;1.5473887814313347;48;
48;QPLIB_3642.qs;1035;0.00248687;1018;578.16s;1034;1034;16;1.5473887814313347;49;
49;QPLIB_3642.qs;1035;0.00248687;1016;564.12s;1034;1034;18;1.7408123791102514;50;
