;solver;instance;counter;iteration;local best;current best;time;cum time;opt obj value
0;MSTS;QPLIB_5909.qs;1;1;35726.0;35726.0;0.703393;0.703393;35726.0
1;MSTS;QPLIB_5909.qs;1;2;35690.0;35726.0;0.388424;1.091817;35726.0
2;MSTS;QPLIB_5909.qs;1;3;35726.0;35726.0;0.406213;1.49803;35726.0
3;MSTS;QPLIB_5909.qs;1;4;35726.0;35726.0;0.528763;2.026793;35726.0
4;MSTS;QPLIB_5909.qs;1;5;35674.0;35726.0;0.478502;2.5052950000000003;35726.0
5;MSTS;QPLIB_5909.qs;1;6;35726.0;35726.0;0.590135;3.09543;35726.0
6;MSTS;QPLIB_5909.qs;1;7;35726.0;35726.0;0.391706;3.487136;35726.0
7;MSTS;QPLIB_5909.qs;1;8;35726.0;35726.0;0.462966;3.9501020000000002;35726.0
8;MSTS;QPLIB_5909.qs;1;9;35690.0;35726.0;0.386919;4.337021;35726.0
9;MSTS;QPLIB_5909.qs;1;10;35726.0;35726.0;0.496709;4.83373;35726.0
10;MSTS;QPLIB_5909.qs;1;11;35726.0;35726.0;0.411255;5.244985;35726.0
11;MSTS;QPLIB_5909.qs;1;12;35726.0;35726.0;0.58561;5.830595;35726.0
12;MSTS;QPLIB_5909.qs;1;13;35726.0;35726.0;0.388125;6.21872;35726.0
13;MSTS;QPLIB_5909.qs;1;14;35690.0;35726.0;0.391334;6.610054;35726.0
14;MSTS;QPLIB_5909.qs;1;15;35726.0;35726.0;0.394674;7.004728;35726.0
15;MSTS;QPLIB_5909.qs;1;16;35726.0;35726.0;0.390516;7.395244;35726.0
16;MSTS;QPLIB_5909.qs;1;17;35726.0;35726.0;0.391162;7.786406;35726.0
17;MSTS;QPLIB_5909.qs;1;18;35726.0;35726.0;0.457275;8.243681;35726.0
18;MSTS;QPLIB_5909.qs;1;19;35726.0;35726.0;0.419508;8.663189;35726.0
19;MSTS;QPLIB_5909.qs;1;20;35726.0;35726.0;0.447953;9.111142;35726.0
20;MSTS;QPLIB_5909.qs;1;21;35726.0;35726.0;0.395836;9.506978;35726.0
21;MSTS;QPLIB_5909.qs;1;22;35726.0;35726.0;0.39268;9.899658;35726.0
22;MSTS;QPLIB_5909.qs;1;23;35726.0;35726.0;0.457626;10.357284;35726.0
